field_1,s_id,nzsegment,nzreach,nztme,nztmn,long,lat,period,np_id,np_id_name,np_id_units,q_5,q_20,q_25,median,q_75,q_80,q_95,g_540,g_260,ann_max,nof_swim,nof_toxicity,anzg_meet,mci_band,sof,climate,src_of_flw,dominant_landcover,n_values,n_rightcensored,n_leftcensored,dl,al,imputed_lower,imputed_upper,month_ok,quarter_ok,year_ok,c_q_5,c_q_20,c_q_25,c_median,c_q_75,c_q_80,c_q_95,c_ann_max,sid,river,location,sitename,siteid,rcid,councilsiteid,councilsit,landcover,nzmge,nzmgn,anz_dgv_q80,anz_dgv_q20
6168,MDC-00001,11022708,11017507,1668880.99977217,5409133.00037954,173.82486088,-41.46644209,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00051,0.00098,0.00107,0.00189,0.00455,0.00504,0.01295,NA,NA,0.0270684369280047,NA,A,NA,NA,CW/L,CW,L,Pastoral,59,0,32,0.00505828887571649,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00505828887571649,<0.00505828887571649,<0.00505828887571649,<0.00505828887571649,<0.00505828887571649,<0.00505828887571649,0.01295,0.0270684369280047,NA,NA,NA,NA,Are Are Creek at Kaituna Tuamarina Track,MDC,NA,Are Are Creek at Kaituna Tuamarina Track,P,2578892.69503981,5970835.10058752,NA,NA
6169,MDC-00001,11022708,11017507,1668880.99977217,5409133.00037954,173.82486088,-41.46644209,2013-2017,ECOLI,E. coli,cfu/100mL,30,50,55,145,385,475,2450,0.183333333333333,0.316666666666667,7806.48476437867,D,NA,NA,NA,CW/L,CW,L,Pastoral,60,1,2,100,NA,Imputed,Imputed,TRUE,FALSE,FALSE,<100,<100,<100,145,385,475,2450,NA,NA,NA,NA,NA,Are Are Creek at Kaituna Tuamarina Track,MDC,NA,Are Are Creek at Kaituna Tuamarina Track,P,2578892.69503981,5970835.10058752,NA,NA
6170,MDC-00001,11022708,11017507,1668880.99977217,5409133.00037954,173.82486088,-41.46644209,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.0015,0.00363,0.00432,0.0103,0.01478,0.0177,0.02455,NA,NA,0.027,NA,NA,Meets,NA,CW/L,CW,L,Pastoral,59,0,3,0.001,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.001,0.00363,0.00432,0.0103,0.01478,0.0177,0.02455,0.027,NA,NA,NA,NA,Are Are Creek at Kaituna Tuamarina Track,MDC,NA,Are Are Creek at Kaituna Tuamarina Track,P,2578892.69503981,5970835.10058752,11,NA
6171,MDC-00001,11022708,11017507,1668880.99977217,5409133.00037954,173.82486088,-41.46644209,2013-2017,TURB,Turbidity,NTU,0.49,0.7,0.94,1.55,3.55,4.05,16.9,NA,NA,48,NA,NA,Meets,NA,CW/L,CW,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.49,0.7,0.94,1.55,3.55,4.05,16.9,48,NA,NA,NA,NA,Are Are Creek at Kaituna Tuamarina Track,MDC,NA,Are Are Creek at Kaituna Tuamarina Track,P,2578892.69503981,5970835.10058752,2.3,NA
6172,MDC-00001,11022708,11017507,1668880.99977217,5409133.00037954,173.82486088,-41.46644209,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.00079,0.00178,0.00217,0.00442,0.011,0.011,0.02965,NA,NA,0.049,NA,NA,Meets,NA,CW/L,CW,L,Pastoral,59,0,32,0.01,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,0.011,0.011,0.02965,0.049,NA,NA,NA,NA,Are Are Creek at Kaituna Tuamarina Track,MDC,NA,Are Are Creek at Kaituna Tuamarina Track,P,2578892.69503981,5970835.10058752,9,NA
6173,MDC-00002,11029474,11021862,1695945.00004824,5393095.99958414,174.15146174,-41.60808432,2013-2017,TURB,Turbidity,NTU,2.65,5.2,7.75,32.5,125.5,175,1885,NA,NA,10900,NA,NA,Does not meet,NA,CD/H,CD,H,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,2.65,5.2,7.75,32.5,125.5,175,1885,10900,NA,NA,NA,NA,Awatere River at River Mouth,MDC,NA,Awatere River at River Mouth,T,2605964.98869468,5954797.122069,0.9,NA
6174,MDC-00002,11029474,11021862,1695945.00004824,5393095.99958414,174.15146174,-41.60808432,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.00128,0.00299,0.00395,0.0315,0.1045,0.1145,0.202,NA,NA,0.25,NA,A,Does not meet,NA,CD/H,CD,H,Pastoral,60,0,18,0.002,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.002,<0.002,<0.002,0.0315,0.1045,0.1145,0.202,0.25,NA,NA,NA,NA,Awatere River at River Mouth,MDC,NA,Awatere River at River Mouth,T,2605964.98869468,5954797.122069,18,NA
6175,MDC-00002,11029474,11021862,1695945.00004824,5393095.99958414,174.15146174,-41.60808432,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.0025,0.0025,0.0025,0.0025,0.005,0.005,0.011,NA,NA,0.015,NA,NA,Meets,NA,CD/H,CD,H,Pastoral,60,0,54,0.01,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,<0.01,<0.01,0.011,0.015,NA,NA,NA,NA,Awatere River at River Mouth,MDC,NA,Awatere River at River Mouth,T,2605964.98869468,5954797.122069,6,NA
6176,MDC-00002,11029474,11021862,1695945.00004824,5393095.99958414,174.15146174,-41.60808432,2013-2017,ECOLI,E. coli,cfu/100mL,0.95054,7,10.5,32,97.5,117,940,0.0508474576271186,0.135593220338983,8000,NA,NA,NA,NA,CD/H,CD,H,Pastoral,59,0,3,1,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<1,7,10.5,32,97.5,117,940,8000,NA,NA,NA,NA,Awatere River at River Mouth,MDC,NA,Awatere River at River Mouth,T,2605964.98869468,5954797.122069,NA,NA
6177,MDC-00002,11029474,11021862,1695945.00004824,5393095.99958414,174.15146174,-41.60808432,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.00151,0.00375,0.0047,0.00735,0.011,0.01125,0.01565,NA,NA,0.032,NA,NA,Does not meet,NA,CD/H,CD,H,Pastoral,60,0,4,0.001,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.001,0.00375,0.0047,0.00735,0.011,0.01125,0.01565,0.032,NA,NA,NA,NA,Awatere River at River Mouth,MDC,NA,Awatere River at River Mouth,T,2605964.98869468,5954797.122069,6,NA
6178,MDC-00002,11029474,11021862,1695945.00004824,5393095.99958414,174.15146174,-41.60808432,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.0017,0.00192,0.0022,0.00254,0.00384,0.00435,0.00894,NA,NA,0.0114195361911336,NA,A,NA,NA,CD/H,CD,H,Pastoral,60,0,54,0.0105781627053587,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.0105781627053587,<0.0105781627053587,<0.0105781627053587,<0.0105781627053587,<0.0105781627053587,<0.0105781627053587,NA,0.0114195361911336,NA,NA,NA,NA,Awatere River at River Mouth,MDC,NA,Awatere River at River Mouth,T,2605964.98869468,5954797.122069,NA,NA
6179,MDC-00003,11041205,11028101,1660681.00034428,5368310.00048796,173.73081669,-41.83477611,2013-2017,ECOLI,E. coli,cfu/100mL,2,7,8,18.5,48.5,80,850,0.05,0.133333333333333,4000,B,NA,NA,NA,CD/M,CD,M,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,2,7,8,18.5,48.5,80,850,4000,NA,NA,NA,NA,Awatere River at Awapiri,MDC,NA,Awatere River at Awapiri,T,2570695.03928454,5929999.92658521,NA,NA
6180,MDC-00003,11041205,11028101,1660681.00034428,5368310.00048796,173.73081669,-41.83477611,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00161,0.0017,0.0017,0.00192,0.00323,0.0034,0.00701,NA,NA,0.0918561047092936,NA,B,NA,NA,CD/M,CD,M,Pastoral,60,0,55,0.0087842586085643,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.0087842586085643,<0.0087842586085643,<0.0087842586085643,<0.0087842586085643,<0.0087842586085643,<0.0087842586085643,NA,0.0918561047092936,NA,NA,NA,NA,Awatere River at Awapiri,MDC,NA,Awatere River at Awapiri,T,2570695.03928454,5929999.92658521,NA,NA
6181,MDC-00003,11041205,11028101,1660681.00034428,5368310.00048796,173.73081669,-41.83477611,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.0025,0.0025,0.0025,0.0025,0.005,0.005,0.009,NA,NA,0.135,NA,NA,Meets,NA,CD/M,CD,M,Pastoral,60,0,55,0.01,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,<0.01,<0.01,NA,0.135,NA,NA,NA,NA,Awatere River at Awapiri,MDC,NA,Awatere River at Awapiri,T,2570695.03928454,5929999.92658521,7,NA
6182,MDC-00003,11041205,11028101,1660681.00034428,5368310.00048796,173.73081669,-41.83477611,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.00188,0.00396,0.0048,0.0255,0.047,0.053,0.1205,NA,NA,0.143,NA,A,Meets,NA,CD/M,CD,M,Pastoral,60,0,13,0.002,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.002,<0.002,0.0048,0.0255,0.047,0.053,0.1205,0.143,NA,NA,NA,NA,Awatere River at Awapiri,MDC,NA,Awatere River at Awapiri,T,2570695.03928454,5929999.92658521,30,NA
6183,MDC-00003,11041205,11028101,1660681.00034428,5368310.00048796,173.73081669,-41.83477611,2013-2017,TURB,Turbidity,NTU,1.845,7.75,9.95,59,210,225,1550,NA,NA,4500,NA,NA,Does not meet,NA,CD/M,CD,M,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,1.845,7.75,9.95,59,210,225,1550,4500,NA,NA,NA,NA,Awatere River at Awapiri,MDC,NA,Awatere River at Awapiri,T,2570695.03928454,5929999.92658521,2.9,NA
6184,MDC-00003,11041205,11028101,1660681.00034428,5368310.00048796,173.73081669,-41.83477611,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.00515,0.0072,0.00785,0.0086,0.0107,0.011,0.01795,NA,NA,0.043,NA,NA,Does not meet,NA,CD/M,CD,M,Pastoral,60,0,2,0.001,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,0.00515,0.0072,0.00785,0.0086,0.0107,0.011,0.01795,0.043,NA,NA,NA,NA,Awatere River at Awapiri,MDC,NA,Awatere River at Awapiri,T,2570695.03928454,5929999.92658521,7,NA
6185,MDC-00004,11033861,11024343,1673234.99979742,5382325.00037648,173.88026864,-41.70749614,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.009,0.01,0.01,0.012,0.014,0.015,0.01991,NA,NA,0.027,NA,NA,Does not meet,NA,CD/H,CD,H,Native,56,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.009,0.01,0.01,0.012,0.014,0.015,0.01991,0.027,NA,NA,NA,NA,Black Birch Stream at Awatere Intake,MDC,NA,Black Birch Stream at Awatere Intake,S,2583250.72442052,5944020.51395665,6,NA
6186,MDC-00004,11033861,11024343,1673234.99979742,5382325.00037648,173.88026864,-41.70749614,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.00289,0.008,0.0095,0.015,0.02,0.0209,0.0445,NA,NA,0.09,NA,A,Meets,NA,CD/H,CD,H,Native,56,0,2,0.002,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,0.00289,0.008,0.0095,0.015,0.02,0.0209,0.0445,0.09,NA,NA,NA,NA,Black Birch Stream at Awatere Intake,MDC,NA,Black Birch Stream at Awatere Intake,S,2583250.72442052,5944020.51395665,18,NA
6187,MDC-00004,11033861,11024343,1673234.99979742,5382325.00037648,173.88026864,-41.70749614,2013-2017,ECOLI,E. coli,cfu/100mL,0.20318,0.51054,0.62412,1.22648,2.5,4,11.8,0,0,17,NA,NA,NA,NA,CD/H,CD,H,Native,56,0,34,10,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<10,<10,<10,<10,<10,<10,11.8,17,NA,NA,NA,NA,Black Birch Stream at Awatere Intake,MDC,NA,Black Birch Stream at Awatere Intake,S,2583250.72442052,5944020.51395665,NA,NA
6188,MDC-00004,11033861,11024343,1673234.99979742,5382325.00037648,173.88026864,-41.70749614,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.0025,0.0025,0.0025,0.005,0.005,0.005,0.0098,NA,NA,0.025,NA,NA,Meets,NA,CD/H,CD,H,Native,56,0,50,0.01,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,<0.01,<0.01,NA,0.025,NA,NA,NA,NA,Black Birch Stream at Awatere Intake,MDC,NA,Black Birch Stream at Awatere Intake,S,2583250.72442052,5944020.51395665,6,NA
6189,MDC-00005,11031687,11024066,1615248.99982346,5383498.9998266,173.18326957,-41.70014713,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.00374,0.0049,0.005,0.0057,0.0065,0.00684,0.00955,NA,NA,0.018,NA,NA,Does not meet,NA,CW/M,CW,M,Native,59,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.00374,0.0049,0.005,0.0057,0.0065,0.00684,0.00955,0.018,NA,NA,NA,NA,Branch River at Weir Intake,MDC,NA,Branch River at Weir Intake,B,2525247.09120863,5945188.29861475,4,NA
6190,MDC-00005,11031687,11024066,1615248.99982346,5383498.9998266,173.18326957,-41.70014713,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.00133,0.00303,0.004,0.013,0.03975,0.046,0.0612,NA,NA,0.079,NA,A,Meets,NA,CW/M,CW,M,Native,59,0,4,0.002,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.002,0.00303,0.004,0.013,0.03975,0.046,0.0612,0.079,NA,NA,NA,NA,Branch River at Weir Intake,MDC,NA,Branch River at Weir Intake,B,2525247.09120863,5945188.29861475,24,NA
6191,MDC-00005,11031687,11024066,1615248.99982346,5383498.9998266,173.18326957,-41.70014713,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00109,0.00117,0.00119,0.00126,0.00152,0.00218,0.00723,NA,NA,0.0116340644141479,NA,A,NA,NA,CW/M,CW,M,Native,59,0,54,0.00552417080163362,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00552417080163362,<0.00552417080163362,<0.00552417080163362,<0.00552417080163362,<0.00552417080163362,<0.00552417080163362,0.00723,0.0116340644141479,NA,NA,NA,NA,Branch River at Weir Intake,MDC,NA,Branch River at Weir Intake,B,2525247.09120863,5945188.29861475,NA,NA
6192,MDC-00005,11031687,11024066,1615248.99982346,5383498.9998266,173.18326957,-41.70014713,2013-2017,ECOLI,E. coli,cfu/100mL,0.18919,1,1,3,9,11.9,96,0,0,210,NA,NA,NA,NA,CW/M,CW,M,Native,58,0,12,10,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<10,<10,<10,<10,<10,11.9,96,210,NA,NA,NA,NA,Branch River at Weir Intake,MDC,NA,Branch River at Weir Intake,B,2525247.09120863,5945188.29861475,NA,NA
6193,MDC-00005,11031687,11024066,1615248.99982346,5383498.9998266,173.18326957,-41.70014713,2013-2017,TURB,Turbidity,NTU,0.4045,0.555,0.77,1.23,4.7,8.31,123.15,NA,NA,480,NA,NA,Meets,NA,CW/M,CW,M,Native,59,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.4045,0.555,0.77,1.23,4.7,8.31,123.15,480,NA,NA,NA,NA,Branch River at Weir Intake,MDC,NA,Branch River at Weir Intake,B,2525247.09120863,5945188.29861475,4.6,NA
6194,MDC-00005,11031687,11024066,1615248.99982346,5383498.9998266,173.18326957,-41.70014713,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.0025,0.0025,0.0025,0.0025,0.0025,0.005,0.01655,NA,NA,0.023,NA,NA,Meets,NA,CW/M,CW,M,Native,59,0,54,0.01,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,<0.01,<0.01,0.01655,0.023,NA,NA,NA,NA,Branch River at Weir Intake,MDC,NA,Branch River at Weir Intake,B,2525247.09120863,5945188.29861475,5,NA
6195,MDC-00006,11015243,11011611,1671801.99997845,5428178.00036905,173.85758011,-41.29465472,2013-2017,ECOLI,E. coli,cfu/100mL,27,48,52,175,500,900,5050,0.216666666666667,0.383333333333333,23000,D,NA,NA,NA,CW/H,CW,H,Native,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,27,48,52,175,500,900,5050,23000,NA,NA,NA,NA,Cullen Creek at Road Bridge,MDC,NA,Cullen Creek at Road Bridge,IF,2581813.07416386,5989885.11046507,NA,NA
6196,MDC-00006,11015243,11011611,1671801.99997845,5428178.00036905,173.85758011,-41.29465472,2013-2017,TURB,Turbidity,NTU,0.24,0.32,0.415,0.7,1.95,2.1,28.95,NA,NA,197,NA,NA,Meets,NA,CW/H,CW,H,Native,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.24,0.32,0.415,0.7,1.95,2.1,28.95,197,NA,NA,NA,NA,Cullen Creek at Road Bridge,MDC,NA,Cullen Creek at Road Bridge,IF,2581813.07416386,5989885.11046507,2.4,NA
6197,MDC-00006,11015243,11011611,1671801.99997845,5428178.00036905,173.85758011,-41.29465472,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,3e-05,0.00011,0.00012,3e-04,0.00093,0.00113,0.00531,NA,NA,0.0280687870611734,NA,A,NA,NA,CW/H,CW,H,Native,60,0,49,0.00436761825099632,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00436761825099632,<0.00436761825099632,<0.00436761825099632,<0.00436761825099632,<0.00436761825099632,<0.00436761825099632,0.00531,0.0280687870611734,NA,NA,NA,NA,Cullen Creek at Road Bridge,MDC,NA,Cullen Creek at Road Bridge,IF,2581813.07416386,5989885.11046507,NA,NA
6198,MDC-00006,11015243,11011611,1671801.99997845,5428178.00036905,173.85758011,-41.29465472,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,6e-05,2e-04,0.00028,0.00093,0.00304,0.00428,0.0135,NA,NA,0.063,NA,NA,Meets,NA,CW/H,CW,H,Native,60,0,49,0.01,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,<0.01,<0.01,0.0135,0.063,NA,NA,NA,NA,Cullen Creek at Road Bridge,MDC,NA,Cullen Creek at Road Bridge,IF,2581813.07416386,5989885.11046507,6,NA
6199,MDC-00006,11015243,11011611,1671801.99997845,5428178.00036905,173.85758011,-41.29465472,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.131,0.1975,0.22,0.325,0.38,0.395,0.595,NA,NA,0.65,NA,A,Does not meet,NA,CW/H,CW,H,Native,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.131,0.1975,0.22,0.325,0.38,0.395,0.595,0.65,NA,NA,NA,NA,Cullen Creek at Road Bridge,MDC,NA,Cullen Creek at Road Bridge,IF,2581813.07416386,5989885.11046507,87,NA
6200,MDC-00006,11015243,11011611,1671801.99997845,5428178.00036905,173.85758011,-41.29465472,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.00625,0.01035,0.0108,0.01295,0.0147,0.0158,0.039,NA,NA,0.09,NA,NA,Does not meet,NA,CW/H,CW,H,Native,60,0,1,0.004,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,0.00625,0.01035,0.0108,0.01295,0.0147,0.0158,0.039,0.09,NA,NA,NA,NA,Cullen Creek at Road Bridge,MDC,NA,Cullen Creek at Road Bridge,IF,2581813.07416386,5989885.11046507,8,NA
6201,MDC-00007,11015182,11011436,1675552.00018157,5429551.99973923,173.90219322,-41.28193721,2013-2017,TURB,Turbidity,NTU,0.4,1.015,1.1,1.54,3,3.7,19.65,NA,NA,61,NA,NA,Meets,NA,CW/L,CW,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.4,1.015,1.1,1.54,3,3.7,19.65,61,NA,NA,NA,NA,Duncan Stream at Outlet,MDC,NA,Duncan Stream at Outlet,P,2585563.90566143,5991259.64710023,2.3,NA
6202,MDC-00007,11015182,11011436,1675552.00018157,5429551.99973923,173.90219322,-41.28193721,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00026,0.00054,0.00063,0.00145,0.00281,0.00311,0.02052,NA,NA,0.0489173244111588,NA,A,NA,NA,CW/L,CW,L,Pastoral,59,0,33,0.00374293520978851,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00374293520978851,<0.00374293520978851,<0.00374293520978851,<0.00374293520978851,<0.00374293520978851,<0.00374293520978851,0.02052,0.0489173244111588,NA,NA,NA,NA,Duncan Stream at Outlet,MDC,NA,Duncan Stream at Outlet,P,2585563.90566143,5991259.64710023,NA,NA
6203,MDC-00007,11015182,11011436,1675552.00018157,5429551.99973923,173.90219322,-41.28193721,2013-2017,ECOLI,E. coli,cfu/100mL,28.5,52.5,90,195,330,360,3017.86117,0.133333333333333,0.366666666666667,17000,D,NA,NA,NA,CW/L,CW,L,Pastoral,60,1,0,NA,NA,No censored - no imputation required,Imputed,TRUE,FALSE,FALSE,28.5,52.5,90,195,330,360,NA,NA,NA,NA,NA,NA,Duncan Stream at Outlet,MDC,NA,Duncan Stream at Outlet,P,2585563.90566143,5991259.64710023,NA,NA
6204,MDC-00007,11015182,11011436,1675552.00018157,5429551.99973923,173.90219322,-41.28193721,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.305,0.395,0.4,0.48,0.625,0.655,0.885,NA,NA,1.11,NA,A,Does not meet,NA,CW/L,CW,L,Pastoral,60,0,1,0.001,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,0.305,0.395,0.4,0.48,0.625,0.655,0.885,1.11,NA,NA,NA,NA,Duncan Stream at Outlet,MDC,NA,Duncan Stream at Outlet,P,2585563.90566143,5991259.64710023,170,NA
6205,MDC-00007,11015182,11011436,1675552.00018157,5429551.99973923,173.90219322,-41.28193721,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.01044,0.01189,0.01208,0.014,0.01685,0.01791,0.02635,NA,NA,0.089,NA,NA,Does not meet,NA,CW/L,CW,L,Pastoral,67,0,1,0.001,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,0.01044,0.01189,0.01208,0.014,0.01685,0.01791,0.02635,0.089,NA,NA,NA,NA,Duncan Stream at Outlet,MDC,NA,Duncan Stream at Outlet,P,2585563.90566143,5991259.64710023,11,NA
6206,MDC-00007,11015182,11011436,1675552.00018157,5429551.99973923,173.90219322,-41.28193721,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,6e-04,0.00144,0.00174,0.00398,0.008,0.009,0.0245,NA,NA,0.112,NA,NA,Meets,NA,CW/L,CW,L,Pastoral,67,0,40,0.01,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,<0.01,<0.01,0.0245,0.112,NA,NA,NA,NA,Duncan Stream at Outlet,MDC,NA,Duncan Stream at Outlet,P,2585563.90566143,5991259.64710023,9,NA
6207,MDC-00008,11025126,11019119,1678642.99985428,5403672.00032377,173.94246076,-41.51472761,2013-2017,TURB,Turbidity,NTU,1.354,2.01,2.1,4.25,6.5,7.76,14.3,NA,NA,210,NA,NA,Does not meet,NA,WD/L,WD,L,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,1.354,2.01,2.1,4.25,6.5,7.76,14.3,210,NA,NA,NA,NA,Doctors Creek Upstream Taylor,MDC,NA,Doctors Creek Upstream Taylor,P,2588657.67160728,5965373.63298474,4.2,NA
6208,MDC-00008,11025126,11019119,1678642.99985428,5403672.00032377,173.94246076,-41.51472761,2013-2017,ECOLI,E. coli,cfu/100mL,144,210,230,320,500,700,1740,0.224137931034483,0.655172413793103,14000,NA,NA,NA,NA,WD/L,WD,L,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,144,210,230,320,500,700,1740,14000,NA,NA,NA,NA,Doctors Creek Upstream Taylor,MDC,NA,Doctors Creek Upstream Taylor,P,2588657.67160728,5965373.63298474,NA,NA
6209,MDC-00008,11025126,11019119,1678642.99985428,5403672.00032377,173.94246076,-41.51472761,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00086,0.00144,0.00163,0.0037,0.00718,0.00839,0.01867,NA,NA,0.0722228275408043,NA,B,NA,NA,WD/L,WD,L,Pastoral,58,0,25,0.00609684192372775,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00609684192372775,<0.00609684192372775,<0.00609684192372775,<0.00609684192372775,0.00718,0.00839,0.01867,0.0722228275408043,NA,NA,NA,NA,Doctors Creek Upstream Taylor,MDC,NA,Doctors Creek Upstream Taylor,P,2588657.67160728,5965373.63298474,NA,NA
6210,MDC-00008,11025126,11019119,1678642.99985428,5403672.00032377,173.94246076,-41.51472761,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.00144,0.00292,0.00354,0.00753,0.016,0.018,0.0388,NA,NA,0.094,NA,NA,Meets,NA,WD/L,WD,L,Pastoral,58,0,25,0.01,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,0.016,0.018,0.0388,0.094,NA,NA,NA,NA,Doctors Creek Upstream Taylor,MDC,NA,Doctors Creek Upstream Taylor,P,2588657.67160728,5965373.63298474,17,NA
6211,MDC-00008,11025126,11019119,1678642.99985428,5403672.00032377,173.94246076,-41.51472761,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.474,0.591,0.63,0.74,0.96,1.018,1.226,NA,NA,2.3,NA,A,Does not meet,NA,WD/L,WD,L,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.474,0.591,0.63,0.74,0.96,1.018,1.226,2.3,NA,NA,NA,NA,Doctors Creek Upstream Taylor,MDC,NA,Doctors Creek Upstream Taylor,P,2588657.67160728,5965373.63298474,195,NA
6212,MDC-00008,11025126,11019119,1678642.99985428,5403672.00032377,173.94246076,-41.51472761,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.01444,0.01701,0.0173,0.0215,0.027,0.0279,0.0384,NA,NA,0.184,NA,NA,Does not meet,NA,WD/L,WD,L,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.01444,0.01701,0.0173,0.0215,0.027,0.0279,0.0384,0.184,NA,NA,NA,NA,Doctors Creek Upstream Taylor,MDC,NA,Doctors Creek Upstream Taylor,P,2588657.67160728,5965373.63298474,7,NA
